,x,y,type
420,33.53531,-39.01504,disadvantaged user
421,-30.475533,53.36269,disadvantaged user
422,16.527447,-37.87345,disadvantaged user
423,17.425764,36.12798,disadvantaged user
424,87.41263,1.1075859,disadvantaged user
425,26.342613,-10.060333,disadvantaged user
426,-3.6248636,2.5311837,disadvantaged user
427,93.67462,20.215717,disadvantaged user
428,-14.343933,-48.523617,disadvantaged user
429,-37.336002,87.59321,disadvantaged user
430,-18.518953,50.545883,disadvantaged user
431,57.55168,-63.218296,disadvantaged user
432,99.023254,17.56049,disadvantaged user
433,19.190313,24.69192,disadvantaged user
434,-12.607257,-5.797917,disadvantaged user
435,5.048689,-82.06738,disadvantaged user
436,2.3058028,26.103073,disadvantaged user
437,-11.050639,-67.78825,disadvantaged user
438,15.553701,6.604094,disadvantaged user
439,-29.358343,90.36331,disadvantaged user
440,-32.75456,-49.185116,disadvantaged user
441,25.139523,18.329485,disadvantaged user
442,-0.74934876,-23.65776,disadvantaged user
443,-15.357036,-49.96507,disadvantaged user
444,1.8096211,-12.865881,disadvantaged user
445,94.46074,20.409496,disadvantaged user
446,32.5917,-38.67461,disadvantaged user
447,-10.471772,50.67088,disadvantaged user
448,-7.3179727,28.917723,disadvantaged user
449,26.375904,22.049017,disadvantaged user
450,9.617613,-25.411095,disadvantaged user
451,72.22771,-13.751809,disadvantaged user
452,96.141914,4.8664813,disadvantaged user
453,-74.524605,28.07766,disadvantaged user
454,17.679302,19.198368,disadvantaged user
455,96.05053,28.96204,disadvantaged user
456,80.685005,0.34976837,disadvantaged user
457,-36.605324,85.80127,disadvantaged user
458,31.883173,-36.966686,disadvantaged user
459,87.97826,37.653046,disadvantaged user
460,99.14992,12.513402,disadvantaged user
461,-17.620796,47.86155,disadvantaged user
462,35.956413,-18.134634,disadvantaged user
463,-28.837322,38.733414,disadvantaged user
464,-44.18031,-9.576915,disadvantaged user
465,-46.1825,-38.224453,disadvantaged user
466,22.470417,34.802998,disadvantaged user
467,92.44892,10.8529,disadvantaged user
468,10.437588,17.332447,disadvantaged user
469,88.735,32.264286,disadvantaged user
470,38.36033,-14.932885,disadvantaged user
471,97.75844,20.998692,disadvantaged user
472,-20.914766,49.591423,disadvantaged user
473,-2.2076085,16.588083,disadvantaged user
474,6.62883,23.711155,disadvantaged user
475,29.048002,-30.425749,disadvantaged user
476,-41.080883,-0.10442114,disadvantaged user
477,-24.146917,85.888725,disadvantaged user
478,93.99424,31.545393,disadvantaged user
479,-2.5353148,-15.662568,disadvantaged user
480,91.828606,33.092476,disadvantaged user
481,2.2397492,-16.865698,disadvantaged user
482,88.84193,35.932495,disadvantaged user
483,21.592688,33.29879,disadvantaged user
484,89.91269,29.64992,disadvantaged user
485,-31.019545,84.69468,disadvantaged user
486,31.161303,26.134068,disadvantaged user
487,89.99329,31.654327,disadvantaged user
488,86.33763,36.628784,disadvantaged user
489,-32.67841,84.56181,disadvantaged user
490,-32.203884,53.095222,disadvantaged user
491,-2.7179532,28.87354,disadvantaged user
492,-19.313498,-21.658705,disadvantaged user
493,14.241055,39.058292,disadvantaged user
494,36.04238,20.610016,disadvantaged user
495,-20.674147,84.52454,disadvantaged user
496,-12.772966,55.21139,disadvantaged user
497,0.26531816,-36.843235,disadvantaged user
498,11.780613,-15.6263895,disadvantaged user
499,89.38715,35.744602,disadvantaged user
500,38.618866,-14.357729,disadvantaged user
501,-75.03446,28.160374,disadvantaged user
502,32.117893,-12.05528,disadvantaged user
503,-9.284624,-14.914434,disadvantaged user
504,-0.83311117,-7.4963617,disadvantaged user
505,-24.845846,81.988464,disadvantaged user
506,59.255486,-10.138914,disadvantaged user
507,93.42526,31.165895,disadvantaged user
508,19.866001,-26.38094,disadvantaged user
509,-25.70039,-49.152252,disadvantaged user
510,-15.11973,-42.154835,disadvantaged user
511,-74.284386,27.99741,disadvantaged user
512,-22.626808,-43.854862,disadvantaged user
513,-12.186691,-25.960155,disadvantaged user
514,-2.5353148,-15.662568,disadvantaged user
515,-24.156023,-22.80501,disadvantaged user
516,31.437891,-51.25507,disadvantaged user
517,-30.653383,91.843056,disadvantaged user
518,60.848106,-67.60087,disadvantaged user
519,91.93396,-4.082388,disadvantaged user
520,24.651535,-21.176464,disadvantaged user
521,-44.44473,64.033676,disadvantaged user
522,21.974316,-12.304646,disadvantaged user
523,60.848106,-67.60087,disadvantaged user
524,-18.226967,-32.255817,disadvantaged user
525,-25.885735,78.936554,disadvantaged user
526,88.1646,-0.7137754,disadvantaged user
527,-25.85562,79.1821,disadvantaged user
528,22.793423,35.196693,disadvantaged user
529,-18.226967,-32.255817,disadvantaged user
530,-22.969013,57.08098,disadvantaged user
531,90.68165,34.49588,disadvantaged user
532,92.54251,-4.8987927,disadvantaged user
533,88.88524,30.253607,disadvantaged user
534,-40.021065,42.136806,disadvantaged user
535,-9.109346,65.036285,disadvantaged user
536,-74.47646,27.931627,disadvantaged user
537,-32.7178,77.81299,disadvantaged user
538,-4.751326,41.154236,disadvantaged user
539,87.05239,34.796993,disadvantaged user
540,95.53552,-2.6089728,disadvantaged user
541,-22.599348,1.7602971,disadvantaged user
542,27.247974,-42.48224,disadvantaged user
543,52.226837,-18.778679,disadvantaged user
544,38.122833,-9.196686,disadvantaged user
545,-14.046415,9.021517,disadvantaged user
546,92.64989,26.595266,disadvantaged user
547,93.37184,-1.9585513,disadvantaged user
